SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,372 NE 26th Pl #204,Homestead,FL,33033,295000,3,2.0,Caribbean Isles,1201,,2006,2,246,225,Active,,,https://www.redfin.com/FL/Homestead/372-NE-26th-Pl-33033/unit-204/home/43453767,Beaches MLS,F10396143,N,Y,25.4734378,-80.4382215
MLS Listing,,Condo/Co-op,540 Brickell Key Dr #1816,Miami,FL,33131,640000,2,2.0,BRICKELL KEY II CONDO,1030,,1991,2,621,1254,Active,,,https://www.redfin.com/FL/Miami/540-Brickell-Key-Dr-33131/unit-1816/home/42768177,MARMLS,A11438915,N,Y,25.7680028,-80.1837141
MLS Listing,,Single Family Residential,4321 NW 110th Ct,Coral Springs,FL,33065,599999,4,2.5,GLENWOOD SUBDIVISION,2566,12165,1974,2,234,,Active,,,https://www.redfin.com/FL/Coral-Springs/4321-NW-110th-Ct-33065/home/41418917,MARMLS,A11438920,N,Y,26.283669,-80.273641
MLS Listing,,Condo/Co-op,3905 W Flagler St Unit B6,Miami,FL,33134,190000,1,1.0,FLAGLER 39 ASSOC CO-OP,500,,1947,2,380,178,Active,,,https://www.redfin.com/FL/Coral-Gables/3905-W-Flagler-St-33134/unit-B6/home/42742264,MARMLS,A11438671,N,Y,25.7720766,-80.259903
MLS Listing,,Single Family Residential,5030 SW 127th Pl,Miami,FL,33175,649999,3,2.0,ROYALE GREEN SEC 2,1364,7500,1971,2,477,,Active,,,https://www.redfin.com/FL/Miami/5030-SW-127th-Pl-33175/home/43124559,MARMLS,A11438660,N,Y,25.7186592,-80.4006348
MLS Listing,,Single Family Residential,3800 SW 126th Ave,Miramar,FL,33027,1875000,5,4.0,EVERGLADES SUGAR & LAND C,2758,108900,1977,2,680,,Active,,,https://www.redfin.com/FL/Miramar/3800-SW-126th-Ave-33027/home/41857008,MARMLS,A11438937,N,Y,25.9744135,-80.3158703
MLS Listing,,Condo/Co-op,1739 Village Blvd #108,West Palm Beach,FL,33409,197900,1,1.0,Milano Condo,698,,1994,2,284,390,Active,,,https://www.redfin.com/FL/West-Palm-Beach/1739-Village-Blvd-33409/unit-108/home/42589111,Beaches MLS,RX-10913124,N,Y,26.7286844,-80.1004809
MLS Listing,,Single Family Residential,1525 NW 129th St,North Miami,FL,33167,470000,4,2.0,Shephard Heights 2 Addn,1163,9600,1952,2,404,,Active,,,https://www.redfin.com/FL/North-Miami/1525-NW-129th-St-33167/home/42863114,Beaches MLS,RX-10913122,N,Y,25.8925478,-80.2238313
MLS Listing,,Condo/Co-op,22060 Brentwood Cir,Boca Raton,FL,33433,749000,3,2.0,Cameo Woods Condo,1521,,1979,2,492,292,Active,,,https://www.redfin.com/FL/Boca-Raton/22060-Brentwood-Cir-33433/home/42263215,Beaches MLS,RX-10913121,N,Y,26.346121,-80.13154
MLS Listing,,Condo/Co-op,8040 Hampton Blvd #406,North Lauderdale,FL,33068,254900,3,2.0,EATON AT HAMPTONS WEST CO,1480,,1984,2,172,766,Active,,,https://www.redfin.com/FL/North-Lauderdale/8040-Hampton-Blvd-33068/unit-406/home/41544130,MARMLS,A11438935,N,Y,26.2144495,-80.2357038
MLS Listing,,Single Family Residential,11510 NW 6th Pl,Coral Springs,FL,33071,629900,4,3.0,Summer Wind,2048,5628,1995,2,308,92,Pre On-Market,,,https://www.redfin.com/FL/Coral-Springs/11510-NW-6th-Pl-33071/home/41447582,Beaches MLS,F10396083,N,Y,26.239177,-80.2783716
MLS Listing,,Condo/Co-op,4174 Inverrary Dr #601,Lauderhill,FL,33319,165000,2,2.0,Manors Of Inverray,1116,,1974,2,148,715,Active,,,https://www.redfin.com/FL/Lauderhill/4174-Inverrary-Dr-33319/unit-601/home/41589453,Beaches MLS,F10396142,N,Y,26.175506,-80.22601
MLS Listing,,Townhouse,1935 W Frederick Small Rd,Jupiter,FL,33458,654900,3,2.5,Tuscany AT Abacoa,1824,2534,2003,2,359,324,Active,,,https://www.redfin.com/FL/Jupiter/1935-W-Frederick-Small-Rd-33458/home/42567041,Beaches MLS,RX-10913119,N,Y,26.8945361,-80.126166
MLS Listing,,Single Family Residential,4534 W Pinehurst Trl W,Oakland Park,FL,33309,799999,4,3.0,Oak Tree Property Redevelopment,2914,4784,2022,2,275,309,Active,,,https://www.redfin.com/FL/Oakland-Park/4534-Pinehurst-Trl-W-33309/home/180691753,Beaches MLS,RX-10913118,N,Y,26.1835543,-80.1763249
MLS Listing,,Condo/Co-op,1561 NW 20th Ave #103,Delray Beach,FL,33445,219900,2,2.0,Pines OF Delray North Condo,1167,,1980,2,188,458,Active,,,https://www.redfin.com/FL/Delray-Beach/1561-NW-20th-Ave-33445/unit-103/home/42638801,Beaches MLS,RX-10910603,N,Y,26.4806409,-80.0925268
MLS Listing,,Single Family Residential,218 W Thorn Apple Ct Unit Two,Royal Palm Beach,FL,33411,258000,2,2.0,Strathmore Gate,1226,,1980,2,210,398,Active,,,https://www.redfin.com/FL/Royal-Palm-Beach/218-Thorn-Apple-Ct-33411/unit-Two/home/186921693,Beaches MLS,F10395054,N,Y,26.7022133,-80.2297849
MLS Listing,,Condo/Co-op,343 Dorset I,Boca Raton,FL,33434,129000,1,1.0,Dorset AT Century Village Condo,600,,1979,2,215,507,Active,,,https://www.redfin.com/FL/Boca-Raton/343-Dorset-I-33434/home/42638600,Beaches MLS,RX-10913115,N,Y,26.382722,-80.179023
MLS Listing,,Condo/Co-op,7484 La Paz Blvd #101,Boca Raton,FL,33433,585000,3,3.0,La Paz,1710,,1985,2,342,543,Active,,,https://www.redfin.com/FL/Boca-Raton/7484-La-Paz-Blvd-33433/unit-101/home/42269645,Beaches MLS,F10395672,N,Y,26.3363023,-80.1609379
MLS Listing,,Single Family Residential,1226 Dunad Ave,Opa-locka,FL,33054,495000,4,2.0,PLAT NO 1 OPA LOCKA,1368,9675,1940,2,362,,Active,,,https://www.redfin.com/FL/Opa-Locka/1226-Dunad-Ave-33054/home/42877909,MARMLS,A11438921,N,Y,25.9069364,-80.2471492
